global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
709,give_away,9,10,EBV,. The economics of all such awards are sound : give away a substantial sum of prize money ( preferably the biggest that,._PUN The_AT0 economics_NN1 of_PRF all_DT0 such_DT0 awards_NN2 are_VBB sound_NN1-AJ0 :_PUN give_VVB away_AV0 a_AT0 substantial_AJ0 sum_NN1 of_PRF prize_NN1-AJ0 money_NN1 (_PUL preferably_AV0 the_AT0 biggest_AJS that_CJT,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=9,44555614,44555616,give_away_AT0,8
740,give_away,40,6,ARB,"you know this word ? If you do , you give away your age . Shufti was Desert-Rat slang in the Forties .","you_PNP know_VVI this_DT0 word_NN1 ?_PUN If_CJS you_PNP do_VDB ,_PUN you_PNP give_VVB away_AV0 your_DPS age_NN1 ._PUN Shufti_NP0 was_VBD Desert-Rat_NP0 slang_NN1 in_PRP the_AT0 Forties_CRD ._PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sk&batch=5,13775910,13775912,give_away_DPS,8
747,give_away,47,13,FAG,"late eighteenth century or the early nineteenth , and often give away their date in their names . The famous Botany Bay cover","late_AJ0 eighteenth_ORD century_NN1 or_CJC the_AT0 early_AJ0 nineteenth_ORD ,_PUN and_CJC often_AV0 give_VVB away_AV0 their_DPS date_NN1 in_PRP their_DPS names_NN2 ._PUN The_AT0 famous_AJ0 Botany_NN1 Bay_NN1 cover_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sk&batch=12,52279309,52279311,give_away_DPS,8
766,give_away,66,3,HWX,"although that does n't mean we 've got nothing to give away this week , no sir . What we 're trying to","although_CJS that_DT0 does_VDZ n't_XX0 mean_VVI we_PNP 've_VHB got_VVN nothing_PNI to_TO0 give_VVI away_AV0 this_DT0 week_NN1 ,_PUN no_ITJ sir_NN1 ._PUN What_DTQ we_PNP 're_VBB trying_VVG to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=2,90122988,90122990,give_away_DT0,8
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,8
810,give_in,10,11,ADH,"study of portraiture lies in the help that they may give in the identification of other portraits , particularly sculptures , since it","study_NN1 of_PRF portraiture_NN1 lies_VVZ-NN2 in_PRP the_AT0 help_NN1 that_CJT they_PNP may_VM0 give_VVI in_AVP the_AT0 identification_NN1 of_PRF other_AJ0 portraits_NN2 ,_PUN particularly_AV0 sculptures_NN2 ,_PUN since_CJS it_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=10,8192183,8192185,give_in_AT0,8
816,give_in,16,17,EWA,"properties of each text . For external comparison , we give in the right hand column of the table , a comparable figure","properties_NN2 of_PRF each_DT0 text_NN1 ._PUN For_PRP external_AJ0 comparison_NN1 ,_PUN we_PNP give_VVB in_AVP the_AT0 right_AJ0 hand_NN1 column_NN1 of_PRF the_AT0 table_NN1 ,_PUN a_AT0 comparable_AJ0 figure_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=16,49932410,49932412,give_in_AT0,8
881,give_in,81,7,GW2,&lsquo; I have nothing to tell you . Nothing to give in return . I 'm sorry . &rsquo; Lucien walked to the,&lsquo;_PUQ I_PNP have_VHB nothing_PNI to_TO0 tell_VVI you_PNP ._PUN Nothing_PNI to_TO0 give_VVI in_AVP return_NN1 ._PUN I_PNP 'm_VBB sorry_AJ0 ._PUN &rsquo;_PUQ Lucien_NP0-NN1 walked_VVD to_PRP the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=6,68276046,68276048,give_in_NN1,8
895,give_in,95,7,AD0,and can be enjoyable too . follow the advice we give in this book and you will attain all your health and fitness,and_CJC can_VM0 be_VBI enjoyable_AJ0 too_AV0 ._PUN follow_VVB the_AT0 advice_NN1 we_PNP give_VVB in_AVP this_DT0 book_NN1 and_CJC you_PNP will_VM0 attain_VVI all_DT0 your_DPS health_NN1 and_CJC fitness_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha94&batch=6,7695250,7695252,give_in_DT0,8
906,give_out,7,8,GUR,to challenge and not to accept glib answers that teachers give out willy nilly &hellip; I asked this housemaster to develop this further,to_TO0 challenge_VVI and_CJC not_XX0 to_TO0 accept_VVI glib_AJ0 answers_NN2 that_CJT teachers_NN2 give_VVB out_AVP willy_NN1 nilly_AV0 &hellip;_PUN I_PNP asked_VVD this_DT0 housemaster_NN1 to_TO0 develop_VVI this_DT0 further_AV0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9v1&batch=7,66868567,66868569,give_out_NN1,8
939,give_out,40,4,B72,"lose their force or , as happened last summer , give out altogether . Together these events disrupt the climate and sea currents","lose_VVB their_DPS force_NN1 or_CJC ,_PUN as_CJS happened_VVN last_ORD summer_NN1 ,_PUN give_VVB out_AVP altogether_AV0 ._PUN Together_AV0 these_DT0 events_NN2 disrupt_VVB the_AT0 climate_NN1 and_CJC sea_NN1 currents_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9va&batch=3,19389215,19389217,give_out_AV0,8
956,give_out,57,8,J8G,"perhaps which er would n't give up , would n't give out enough light Mm erm otherwise you 'll Do you take sugar","perhaps_AV0 which_DTQ er_UNC would_VM0 n't_XX0 give_VVI up_AVP ,_PUN would_VM0 n't_XX0 give_VVI out_AVP enough_DT0 light_NN1-AJ0 Mm_ITJ erm_UNC otherwise_AV0 you_PNP 'll_VM0 Do_VDB you_PNP take_VVI sugar_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=7,95148229,95148231,give_out_DT0,8
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,8
988,give_out,89,29,CBL,grow prostrate on marshy terrain . The leaves when crushed give out a pungent or acid smell . Cultivation : Best results are,grow_VVB prostrate_AJ0 on_PRP marshy_AJ0 terrain_NN1 ._PUN The_AT0 leaves_NN2 when_CJS crushed_VVN give_VVB out_AVP a_AT0 pungent_AJ0 or_CJC acid_NN1 smell_NN1-VVB ._PUN Cultivation_NN1 :_PUN Best_AJS results_NN2 are_VBB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=28,27996782,27996784,give_out_AT0,8
998,give_up,6,7,G02,"what if she should die before I got home , give up the ghost and pass on , alone in the dark ?","what_DTQ if_CJS she_PNP should_VM0 die_VVI before_CJS I_PNP got_VVD home_AV0 ,_PUN give_VVB up_AVP the_AT0 ghost_NN1 and_CJC pass_VVB on_AVP ,_PUN alone_AV0-AJ0 in_PRP the_AT0 dark_NN1-AJ0 ?_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=6,60808109,60808111,give_up_AT0,8
1031,give_up,39,6,B38,in the oven Everything is apple pie Men on buses give up seats for you And do n't give you the eye .,in_PRP the_AT0 oven_NN1 Everything_PNI is_VBZ apple_NN1 pie_NN1 Men_NN2 on_PRP buses_NN2 give_VVB up_AVP seats_NN2 for_PRP you_PNP And_CJC do_VDB n't_XX0 give_VVI you_PNP the_AT0 eye_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=5,19009932,19009934,give_up_NN2,8
1048,give_up,56,23,KLW,any presents or you wo n't buy any sweets . Give up sweets for Lent or something . Make it easy for us,any_DT0 presents_NN2 or_CJC you_PNP wo_VM0 n't_XX0 buy_VVI any_DT0 sweets_NN2 ._PUN Give_VVB up_AVP sweets_NN2 for_PRP Lent_NN1 or_CJC something_PNI ._PUN Make_VVB it_PNP easy_AJ0 for_PRP us_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=22,110005754,110005756,Give_up_NN2,8
1074,give_up,82,63,GT4,"she was suffering from progressive myopia and would have to give up painting , embroidery , and other close work , she turned","she_PNP was_VBD suffering_VVG from_PRP progressive_AJ0 myopia_NN1 and_CJC would_VM0 have_VHI to_TO0 give_VVI up_AVP painting_NN1 ,_PUN embroidery_NN1 ,_PUN and_CJC other_AJ0 close_AJ0 work_NN1 ,_PUN she_PNP turned_VVD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=62,65578698,65578700,give_up_NN1,8
1075,give_up,83,64,JJT,"the plaintiff 's fathers career , of his decision to give up work in order to attend the plaintiff . I pause to","the_AT0 plaintiff_NN1 's_POS fathers_NN2 career_NN1-VVB ,_PUN of_PRF his_DPS decision_NN1 to_TO0 give_VVI up_AVP work_NN1 in_PRP order_NN1 to_TO0 attend_VVI the_AT0 plaintiff_NN1 ._PUN I_PNP pause_VVB to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=63,95820858,95820860,give_up_NN1,8
14,agree_on,14,15,B2U,will be the sales assistant and which the customer . Agree on the product to be &lsquo; sold &rsquo; and draft out some of,will_VM0 be_VBI the_AT0 sales_NN0 assistant_AJ0-NN1 and_CJC which_DTQ the_AT0 customer_NN1 ._PUN Agree_VVB on_PRP-AVP the_AT0 product_NN1 to_TO0 be_VBI &lsquo;_PUQ sold_VVN &rsquo;_PUQ and_CJC draft_VVB out_AVP some_DT0 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=14,18675125,18675128,agree_on_AT0,9
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,9
33,agree_on,33,34,AP0,pulled a switchblade on his director because they could n't agree on the way to do a scene . I imitated his style and,pulled_VVD a_AT0 switchblade_NN1 on_PRP his_DPS director_NN1 because_CJS they_PNP could_VM0 n't_XX0 agree_VVI on_PRP the_AT0 way_NN1 to_TO0 do_VDI a_AT0 scene_NN1 ._PUN I_PNP imitated_VVD his_DPS style_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=33,12711943,12711946,agree_on_AT0,9
52,agree_on,52,53,ECV,"are the point of departure . But the contributors all agree on the importance of that experience . In these papers , all kinds","are_VBB the_AT0 point_NN1 of_PRF departure_NN1 ._PUN But_CJC the_AT0 contributors_NN2 all_DT0 agree_VVB on_PRP-AVP the_AT0 importance_NN1 of_PRF that_DT0 experience_NN1 ._PUN In_PRP these_DT0 papers_NN2 ,_PUN all_DT0 kinds_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=52,45532685,45532688,agree_on_AT0,9
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,9
124,agree_that,24,25,FD3,provide security for his indebtedness ; the debtor and creditor agree that the security will be provided by some third party ; the,provide_VVI security_NN1 for_PRP his_DPS indebtedness_NN1 ;_PUN the_AT0 debtor_NN1 and_CJC creditor_NN1 agree_VVB that_CJT the_AT0 security_NN1 will_VM0 be_VBI provided_VVN by_PRP some_DT0 third_ORD party_NN1 ;_PUN the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=24,54221962,54221964,agree_that_AT0,9
156,agree_that,56,57,CN2,"incident but it had the effect of making the magistrate agree that the recording should go to London . He decided , however","incident_NN1 but_CJC it_PNP had_VHD the_AT0 effect_NN1 of_PRF making_VVG the_AT0 magistrate_NN1 agree_VVI that_CJT the_AT0 recording_NN1 should_VM0 go_VVI to_PRP London_NP0 ._PUN He_PNP decided_VVD ,_PUN however_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=56,39600918,39600920,agree_that_AT0,9
165,agree_that,65,66,HR0,to drastic losses in income and capital . Historians generally agree that the outcome was favourable to the government . It had managed,to_PRP drastic_AJ0 losses_NN2 in_PRP income_NN1 and_CJC capital_NN1 ._PUN Historians_NN2 generally_AV0 agree_VVB that_CJT the_AT0 outcome_NN1 was_VBD favourable_AJ0 to_PRP the_AT0 government_NN1 ._PUN It_PNP had_VHD managed_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=65,85198617,85198619,agree_that_AT0,9
167,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,9
196,agree_that,96,97,AKH,"Ed Anderson , local manager of the NorWest Bank , agree that the story is sadly typical . It boils down to a","Ed_NP0 Anderson_NP0 ,_PUN local_AJ0 manager_NN1 of_PRF the_AT0 NorWest_AJS Bank_NN1 ,_PUN agree_VVB that_CJT the_AT0 story_NN1 is_VBZ sadly_AV0 typical_AJ0 ._PUN It_PNP boils_VVZ down_AVP to_PRP a_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=96,9984859,9984861,agree_that_AT0,9
206,agree_to,6,7,CHT,"management skills to take on additional responsibilities . If you agree to work in an area which is unfamiliar to you , discuss","management_NN1 skills_NN2 to_TO0 take_VVI on_AVP additional_AJ0 responsibilities_NN2 ._PUN If_CJS you_PNP agree_VVB to_TO0 work_VVI in_PRP-AVP an_AT0 area_NN1 which_DTQ is_VBZ unfamiliar_AJ0 to_PRP you_PNP ,_PUN discuss_VVB",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=6,35327625,35327627,agree_to_VVI,9
215,agree_to,15,16,ARJ,talk this over very thoroughly with your fiancé before you agree to go ahead with the wedding . You must ask him whether,talk_VVI this_DT0 over_AVP-PRP very_AV0 thoroughly_AV0 with_PRP your_DPS fiancé_NN1 before_CJS you_PNP agree_VVB to_TO0 go_VVI ahead_AV0 with_PRP the_AT0 wedding_NN1 ._PUN You_PNP must_VM0 ask_VVI him_PNP whether_CJS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=15,14082191,14082193,agree_to_VVI,9
218,agree_to,18,19,CJF,"have to agree on your story . Better still , agree to tell the truth . I take it that Barbara was your","have_VHB to_TO0 agree_VVI on_PRP-AVP your_DPS story_NN1 ._PUN Better_AV0 still_AV0 ,_PUN agree_VVB to_TO0 tell_VVI the_AT0 truth_NN1 ._PUN I_PNP take_VVB it_PNP that_CJT Barbara_NP0 was_VBD your_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=18,35847137,35847139,agree_to_VVI,9
242,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,9
247,agree_to,47,48,EE0,"You can then borrow , multiples of the amount you agree to repay by regular transfers . The account goes on from year","You_PNP can_VM0 then_AV0 borrow_VVI ,_PUN multiples_NN2 of_PRF the_AT0 amount_NN1 you_PNP agree_VVB to_TO0 repay_VVI by_PRP regular_AJ0 transfers_NN2 ._PUN The_AT0 account_NN1 goes_VVZ on_AVP from_PRP year_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=47,46817232,46817234,agree_to_VVI,9
327,agree_with,27,28,HJ5,or vice versa ) ; information in the overview must agree with the full memorandum Profiles should state that they are only introductory,or_CJC vice_UNC versa_UNC )_PUR ;_PUN information_NN1 in_PRP the_AT0 overview_NN1 must_VM0 agree_VVI with_PRP the_AT0 full_AJ0 memorandum_NN1 Profiles_NN2 should_VM0 state_VVI that_CJT they_PNP are_VBB only_AV0-AJ0 introductory_AJ0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=27,80345945,80345947,agree_with_AT0,9
333,agree_with,33,34,ABM,"only phantom and vain chimera , and not at all agree with the real things &rsquo; . One person who clearly distinguished mental","only_AV0 phantom_NN1-AJ0 and_CJC vain_AJ0 chimera_NN1 ,_PUN and_CJC not_XX0 at_PRP all_DT0 agree_VVB with_PRP the_AT0 real_AJ0 things_NN2 &rsquo;_PUQ ._PUN One_CRD person_NN1 who_PNQ clearly_AV0 distinguished_VVD mental_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=33,6323830,6323832,agree_with_AT0,9
343,agree_with,43,44,HRH,"The larger the sample the more closely will its average agree with the population average , as seen in Figure 7.6 where the","The_AT0 larger_AJC the_AT0 sample_NN1 the_AT0 more_AV0 closely_AV0 will_VM0 its_DPS average_NN1 agree_VVI with_PRP the_AT0 population_NN1 average_NN1 ,_PUN as_CJS seen_VVN in_PRP Figure_NN1 7.6_CRD where_AVQ the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=43,85873212,85873214,agree_with_AT0,9
344,agree_with,44,45,CRM,are 3 and 14kpc . A distance of 3kpc would agree with the -D estimates and place the remnant satisfactorily in the Norma,are_VBB 3_CRD and_CJC 14kpc_UNC ._PUN A_AT0 distance_NN1 of_PRF 3kpc_UNC would_VM0 agree_VVI with_PRP the_AT0 -D_NP0 estimates_NN2-VVZ and_CJC place_VVB the_AT0 remnant_NN1 satisfactorily_AV0 in_PRP the_AT0 Norma_NP0-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=44,41328644,41328646,agree_with_AT0,9
360,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,9
406,come_back,6,7,F9X,"Bernice said , standing , &lsquo; why do n't you come back here and answer some questions while I make sure no bits","Bernice_NP0 said_VVD ,_PUN standing_VVG-NN1 ,_PUN &lsquo;_PUQ why_AVQ do_VDB n't_XX0 you_PNP come_VVI back_AVP here_AV0 and_CJC answer_VVB some_DT0 questions_NN2 while_CJS I_PNP make_VVB sure_AJ0 no_AT0 bits_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=6,51616089,51616091,come_back_AV0,9
416,come_back,16,17,GYV,"extra opportunity to go back onto that job should it come back again in the near future , then he would , he","extra_AJ0 opportunity_NN1 to_TO0 go_VVI back_AVP onto_PRP that_DT0 job_NN1 should_VM0 it_PNP come_VVI back_AVP again_AV0 in_PRP the_AT0 near_AJ0 future_NN1 ,_PUN then_AV0 he_PNP would_VM0 ,_PUN he_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=16,69441423,69441425,come_back_AV0,9
428,come_back,28,29,C9W,three . This is done to allow them time to come back gradually to a state of full alertness without any sense of,three_CRD ._PUN This_DT0 is_VBZ done_VDN to_TO0 allow_VVI them_PNP time_NN1 to_TO0 come_VVI back_AVP gradually_AV0 to_PRP a_AT0 state_NN1 of_PRF full_AJ0 alertness_NN1 without_PRP any_DT0 sense_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=28,25260724,25260726,come_back_AV0,9
461,come_back,61,62,H8M,have passed a kind of barrier that 's hard to come back across . It 's as if you were leaning forward and,have_VHB passed_VVN a_AT0 kind_NN1 of_PRF barrier_NN1 that_CJT-DT0 's_VBZ hard_AJ0 to_TO0 come_VVI back_AVP across_AV0 ._PUN It_PNP 's_VBZ as_PRP if_CJS you_PNP were_VBD leaning_VVG forward_AV0 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=61,72228231,72228233,come_back_AV0,9
471,come_back,71,72,G4T,I look at . You know mother 'd used to come back so thrilled with all these slides they 'd had and they,I_PNP look_VVB at_PRP ._PUN You_PNP know_VVB mother_NN1 'd_VHD used_VVN to_TO0 come_VVI back_AVP so_AV0 thrilled_AJ0-VVN with_PRP all_DT0 these_DT0 slides_NN2 they_PNP 'd_VHD had_VHN and_CJC they_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=71,65110911,65110913,come_back_AV0,9
534,come_in,34,35,J1C,to win it ? ) . One thousand smackers would come in very handy at the moment . I 'm also putting a,to_TO0 win_VVI it_PNP ?_PUN )_PUR ._PUN One_CRD thousand_CRD smackers_NN2 would_VM0 come_VVI in_AVP-PRP very_AV0 handy_AJ0 at_PRP the_AT0 moment_NN1 ._PUN I_PNP 'm_VBB also_AV0 putting_VVG a_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=34,92640237,92640239,come_in_AV0,9
552,come_in,52,53,EV3,"awareness from a greater number of staff , because they come in here to supervise and help [ and ] get involved &hellip;","awareness_NN1 from_PRP a_AT0 greater_AJC number_NN1 of_PRF staff_NN0 ,_PUN because_CJS they_PNP come_VVB in_PRP-AVP here_AV0 to_TO0 supervise_VVI and_CJC help_NN1-VVB [_PUL and_CJC ]_PUR get_VVB involved_VVN &hellip;_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=52,48833391,48833393,come_in_AV0,9
558,come_in,58,59,HBM,is this done ? Proposals for additions to the Catalogue come in steadily from National Certificate centres . These &lsquo; centre-devised &rsquo; modules,is_VBZ this_DT0 done_VDN ?_PUN Proposals_NN2 for_PRP additions_NN2 to_PRP the_AT0 Catalogue_NN1 come_VVB in_AVP-PRP steadily_AV0 from_PRP National_AJ0 Certificate_NN1 centres_NN2 ._PUN These_DT0 &lsquo;_PUQ centre-devised_AJ0 &rsquo;_PUQ modules_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=58,75060031,75060033,come_in_AV0,9
